id_estudiante,carrera,semestre,promedio,asistencia,participacion,asignaturas_desaprobadas,acceso_virtual,socioeconomico
4027,Ingeniería,5,14.86,81.31,baja,3,3,medio
4028,Ingeniería,10,11.86,78.77,media,1,5,alto
4029,Contabilidad,8,19.42,65.91,alta,1,4,alto
4030,Administración,1,10.92,76.19,baja,2,3,medio
4031,Ingeniería,8,13.48,74.65,baja,0,1,bajo
4032,Educación,7,10.5,62.55,alta,2,3,alto
4033,Educación,1,13.02,64.66,media,5,0,medio
4034,Administración,10,11.69,88.13,media,4,3,alto
4035,Educación,10,11.38,87.79,alta,1,7,medio
4036,Educación,6,10.45,73.49,baja,0,6,alto
4037,Administración,1,12.37,85.88,alta,2,6,bajo
4038,Contabilidad,2,14.09,72.54,baja,5,7,alto
4039,Contabilidad,5,9.56,92.57,alta,3,5,medio
4040,Educación,2,11.88,66.64,media,4,1,bajo
4041,Contabilidad,10,13.23,96.36,media,5,1,alto
4042,Contabilidad,1,13.71,77.11,media,4,7,medio
4043,Educación,6,16.66,76.78,media,5,5,medio
4044,Contabilidad,8,13.45,83.54,alta,4,6,bajo
4045,Educación,8,11.0,67.04,alta,2,7,alto
4046,Ingeniería,8,10.58,86.22,baja,0,6,bajo
4047,Administración,6,10.55,66.02,alta,0,2,medio
4048,Administración,3,10.41,69.88,baja,1,5,medio
4049,Contabilidad,1,12.54,83.74,alta,0,2,alto
4050,Contabilidad,2,13.05,68.92,alta,3,6,medio
4051,Contabilidad,5,14.06,60.0,alta,5,0,bajo
4052,Administración,10,13.66,93.6,alta,4,4,medio
4053,Ingeniería,5,15.12,96.11,media,2,4,alto
4054,Ingeniería,10,10.33,81.34,alta,4,1,alto
4055,Administración,1,16.09,90.56,baja,4,1,medio
4056,Ingeniería,1,10.43,99.33,media,3,2,bajo
4057,Administración,9,12.87,80.74,alta,5,6,alto
4058,Ingeniería,2,11.51,95.44,alta,4,1,medio
4059,Educación,7,11.94,67.96,baja,4,7,medio
4060,Educación,10,13.68,85.02,media,3,3,medio
4061,Administración,4,8.4,52.79,media,3,3,bajo
4062,Ingeniería,7,9.92,89.45,media,0,0,bajo
4063,Contabilidad,8,13.87,91.49,media,5,6,bajo
4064,Ingeniería,5,11.99,70.06,baja,4,3,alto
4065,Educación,1,11.36,81.95,alta,5,0,medio
4066,Educación,4,9.2,92.92,alta,1,2,bajo
4067,Ingeniería,10,11.38,94.18,media,1,7,alto
4068,Ingeniería,3,13.7,55.33,baja,1,3,alto
4069,Contabilidad,10,10.59,91.37,alta,5,0,alto
4070,Contabilidad,5,15.41,63.71,media,3,7,alto
4071,Ingeniería,10,14.69,86.37,media,4,6,bajo
4072,Ingeniería,10,11.12,66.26,baja,0,7,alto
4073,Ingeniería,6,10.51,52.82,baja,4,4,bajo
4074,Ingeniería,2,5.09,60.49,baja,1,7,bajo
4075,Administración,7,9.31,70.43,media,5,0,bajo
4076,Ingeniería,3,9.15,87.06,baja,2,5,medio
4077,Contabilidad,1,8.42,55.04,media,5,7,bajo
4078,Educación,10,11.91,90.65,alta,1,6,alto
4079,Administración,3,12.78,99.85,media,5,3,medio
4080,Ingeniería,9,16.54,89.41,media,5,0,medio
4081,Educación,10,12.17,73.69,alta,5,5,medio
4082,Administración,6,6.92,78.41,baja,3,2,bajo
4083,Educación,6,10.13,50.31,baja,4,7,bajo
4084,Ingeniería,4,13.53,60.46,media,3,1,medio
4085,Ingeniería,8,11.8,94.95,media,5,4,alto
4086,Contabilidad,5,14.14,51.09,alta,0,2,medio
4087,Ingeniería,7,10.72,95.24,baja,4,4,bajo
4088,Ingeniería,9,14.88,55.66,alta,4,7,bajo
4089,Administración,5,12.62,56.65,media,4,4,alto
4090,Contabilidad,5,12.68,58.77,media,2,5,alto
4091,Administración,4,12.37,89.97,alta,4,0,medio
4092,Educación,6,10.09,73.91,alta,2,6,bajo
4093,Ingeniería,2,11.86,57.26,baja,4,1,medio
4094,Educación,3,12.73,84.34,alta,5,7,alto
4095,Administración,1,8.5,97.03,baja,1,0,medio
4096,Ingeniería,2,12.2,78.62,baja,0,0,medio
4097,Ingeniería,2,15.04,54.94,alta,4,3,bajo
4098,Administración,8,13.08,52.74,alta,3,7,bajo
4099,Administración,8,15.42,89.79,baja,1,0,bajo
4100,Administración,2,13.02,81.3,alta,3,7,medio
4101,Administración,6,9.76,96.13,baja,3,1,bajo
4102,Administración,5,13.98,77.36,baja,2,2,bajo
4103,Ingeniería,3,9.15,53.12,media,0,5,alto
4104,Administración,5,11.48,70.18,baja,3,0,bajo
4105,Ingeniería,5,11.31,82.9,media,1,1,alto
4106,Ingeniería,5,10.3,69.24,alta,0,0,medio
4107,Administración,3,17.95,99.98,baja,1,5,medio
4108,Administración,3,11.82,70.27,baja,3,4,bajo
4109,Contabilidad,4,16.53,77.31,alta,0,7,alto
4110,Ingeniería,7,12.86,61.27,alta,4,5,bajo
4111,Administración,2,9.95,57.61,alta,3,0,alto
4112,Administración,10,10.98,82.27,baja,3,3,bajo
4113,Administración,4,11.9,79.43,alta,5,4,alto
4114,Contabilidad,4,11.15,50.22,alta,5,1,alto
4115,Contabilidad,1,11.32,64.24,media,2,5,medio
4116,Educación,10,13.43,82.18,media,1,0,alto
4117,Ingeniería,8,12.91,90.61,baja,4,7,medio
4118,Educación,1,13.72,65.62,alta,0,6,bajo
4119,Administración,8,15.82,82.37,alta,3,4,bajo
4120,Contabilidad,7,10.82,63.26,media,3,4,alto
4121,Contabilidad,9,14.78,84.52,baja,4,2,medio
4122,Educación,8,15.48,84.9,alta,3,4,medio
4123,Contabilidad,5,15.23,56.51,baja,1,5,bajo
4124,Administración,8,7.6,83.25,media,0,1,medio
4125,Contabilidad,10,16.49,66.68,alta,4,7,medio
4126,Educación,3,10.41,58.63,media,4,6,bajo
4127,Administración,10,7.4,75.02,media,5,0,medio
4128,Educación,7,16.43,72.61,media,2,5,bajo
4129,Contabilidad,4,13.28,88.69,alta,0,4,medio
4130,Educación,5,13.39,54.23,baja,4,6,alto
4131,Educación,9,11.17,89.49,alta,3,1,bajo
4132,Ingeniería,7,12.46,55.3,media,5,2,bajo
4133,Contabilidad,4,11.65,60.37,baja,0,0,bajo
4134,Contabilidad,6,10.44,75.79,media,1,3,alto
4135,Educación,10,12.06,73.16,alta,4,4,bajo
4136,Ingeniería,7,12.28,99.44,baja,1,4,alto
4137,Contabilidad,10,8.7,79.47,alta,4,2,medio
4138,Administración,9,12.14,66.37,baja,3,1,alto
4139,Educación,4,7.53,95.01,media,2,2,bajo
4140,Contabilidad,10,16.8,65.61,media,3,1,alto
4141,Administración,3,11.74,63.69,media,1,0,alto
4142,Contabilidad,8,9.32,74.72,alta,0,4,alto
4143,Administración,1,13.28,95.66,alta,5,3,alto
4144,Educación,9,10.13,85.43,media,1,7,medio
4145,Contabilidad,1,11.93,83.87,media,2,2,medio
4146,Contabilidad,2,13.14,86.3,baja,4,5,medio
4147,Ingeniería,8,9.46,82.98,baja,5,3,bajo
4148,Educación,9,16.87,87.99,alta,4,3,alto
4149,Administración,7,17.11,59.64,baja,1,4,medio
4150,Contabilidad,3,10.69,58.86,alta,0,4,bajo
4151,Contabilidad,7,9.19,68.11,alta,4,6,bajo
4152,Administración,6,10.67,92.55,baja,4,6,alto
4153,Educación,2,10.81,85.72,baja,5,5,alto
4154,Ingeniería,3,14.78,78.32,baja,2,3,alto
4155,Ingeniería,10,10.72,50.97,media,5,0,alto
4156,Contabilidad,10,9.1,61.79,media,2,5,alto
4157,Administración,5,12.25,90.18,baja,0,3,alto
4158,Contabilidad,10,8.27,62.12,media,4,1,medio
4159,Administración,4,14.67,86.51,alta,3,5,medio
4160,Ingeniería,2,13.5,59.23,media,1,6,alto
4161,Educación,4,10.5,80.32,media,5,7,bajo
4162,Administración,8,10.77,81.41,media,4,1,medio
4163,Ingeniería,5,12.62,87.6,alta,1,1,alto
4164,Contabilidad,5,9.24,71.92,alta,5,1,medio
4165,Administración,10,10.03,81.63,baja,4,2,bajo
4166,Educación,3,11.44,74.35,media,2,6,bajo
4167,Contabilidad,8,8.7,97.37,media,0,0,medio
4168,Contabilidad,6,10.86,76.09,alta,3,2,alto
4169,Ingeniería,2,9.32,60.48,media,5,2,alto
4170,Administración,2,15.57,83.39,alta,2,7,alto
4171,Contabilidad,9,10.99,77.42,media,0,7,bajo
4172,Educación,7,9.63,90.19,baja,2,1,bajo
4173,Administración,10,13.69,58.85,alta,5,0,bajo
4174,Educación,9,10.43,63.05,alta,1,6,bajo
4175,Contabilidad,6,9.24,96.08,alta,4,7,medio
4176,Educación,5,14.22,96.5,media,2,0,alto
4177,Ingeniería,1,11.19,72.11,baja,5,3,alto
4178,Educación,6,14.1,52.39,alta,0,5,medio
4179,Administración,6,11.96,65.33,baja,4,2,medio
4180,Educación,3,12.32,62.36,alta,5,5,alto
4181,Educación,3,13.41,70.73,baja,1,5,alto
4182,Ingeniería,3,10.41,65.89,media,1,7,medio
4183,Educación,3,9.97,91.45,media,3,0,medio
4184,Educación,7,15.0,50.15,baja,4,6,bajo
4185,Contabilidad,10,13.45,82.23,baja,1,4,medio
4186,Contabilidad,2,11.83,83.21,media,2,5,medio
4187,Administración,10,13.99,83.03,baja,1,2,bajo
4188,Contabilidad,10,13.35,76.03,baja,1,5,alto
4189,Contabilidad,2,14.36,80.56,baja,1,7,bajo
4190,Contabilidad,3,9.14,90.52,alta,3,0,medio
4191,Contabilidad,10,11.84,89.21,baja,5,4,medio
4192,Ingeniería,7,14.82,51.73,alta,0,5,alto
4193,Contabilidad,3,16.19,51.52,media,5,4,alto
4194,Ingeniería,7,10.66,91.95,media,1,4,bajo
4195,Ingeniería,9,12.4,78.74,media,0,1,alto
4196,Contabilidad,10,12.05,97.87,baja,4,6,medio
4197,Educación,4,8.89,71.58,media,0,7,alto
4198,Ingeniería,7,11.28,58.84,alta,4,6,medio
4199,Educación,9,8.05,73.66,alta,3,6,alto
4200,Educación,8,11.58,71.83,baja,4,3,bajo
4201,Contabilidad,8,9.4,75.86,alta,4,5,alto
4202,Administración,9,12.42,90.4,alta,2,5,medio
4203,Contabilidad,5,11.23,82.78,media,3,3,bajo
4204,Administración,5,11.19,59.26,alta,1,0,bajo
4205,Administración,3,15.88,86.72,media,3,6,alto
4206,Contabilidad,5,12.18,79.59,media,2,0,alto
4207,Contabilidad,8,16.7,78.92,alta,4,5,bajo
4208,Administración,5,13.12,83.91,alta,5,6,bajo
4209,Contabilidad,4,14.04,78.2,baja,3,5,medio
4210,Administración,8,9.83,72.88,baja,2,3,bajo
4211,Educación,7,10.27,82.02,alta,5,7,bajo
4212,Contabilidad,6,12.04,86.19,media,1,4,bajo
4213,Educación,5,15.03,61.29,media,4,0,bajo
4214,Ingeniería,5,11.09,74.85,baja,3,5,medio
4215,Educación,10,8.42,72.91,media,3,1,bajo
4216,Educación,2,12.99,52.0,baja,5,7,medio
4217,Administración,4,12.16,91.72,media,4,6,bajo
4218,Educación,8,10.62,68.87,alta,3,7,medio
4219,Contabilidad,8,11.07,53.63,alta,4,1,medio
4220,Administración,1,9.82,72.89,media,2,3,alto
4221,Ingeniería,2,14.31,58.07,baja,4,0,medio
4222,Contabilidad,5,12.06,85.22,alta,1,0,medio
4223,Ingeniería,9,12.6,78.59,baja,4,5,medio
4224,Educación,10,10.51,63.51,alta,5,7,alto
4225,Contabilidad,7,15.34,97.52,media,3,5,medio
4226,Contabilidad,10,12.55,64.59,alta,5,6,alto
4227,Ingeniería,5,6.65,77.75,media,4,4,medio
4228,Contabilidad,1,13.15,90.08,baja,4,7,medio
4229,Contabilidad,6,11.34,75.69,alta,4,0,medio
4230,Contabilidad,8,11.59,98.04,baja,1,3,medio
4231,Educación,7,14.48,92.19,baja,5,0,bajo
4232,Ingeniería,2,12.22,96.05,media,1,5,bajo
4233,Contabilidad,5,16.28,68.64,baja,3,0,bajo
4234,Administración,4,12.26,77.42,alta,5,7,medio
4235,Administración,9,10.83,92.01,media,3,1,bajo
4236,Administración,10,7.47,95.18,media,4,3,alto
4237,Administración,1,10.21,97.22,media,0,2,medio
4238,Educación,6,11.19,93.96,baja,5,3,bajo
4239,Contabilidad,3,15.67,86.54,alta,2,3,alto
4240,Ingeniería,9,10.85,51.21,alta,4,5,alto
4241,Contabilidad,5,16.11,65.75,alta,2,7,medio
4242,Educación,6,9.13,56.45,media,1,2,medio
4243,Administración,9,10.07,57.74,media,3,6,alto
4244,Educación,9,14.82,64.55,alta,0,5,alto
4245,Contabilidad,8,10.51,53.74,baja,3,2,medio
4246,Ingeniería,9,14.75,62.15,media,1,1,alto
4247,Educación,4,9.93,97.85,alta,4,4,bajo
4248,Ingeniería,6,10.18,65.6,baja,1,3,bajo
4249,Educación,5,13.6,57.99,media,0,3,alto
4250,Ingeniería,5,9.97,85.92,media,4,3,alto
4251,Ingeniería,4,11.31,91.43,media,5,3,medio
4252,Administración,2,12.99,65.7,alta,4,1,bajo
4253,Ingeniería,6,11.37,63.92,media,0,3,bajo
4254,Administración,9,10.59,62.09,media,3,2,bajo
4255,Contabilidad,1,8.98,69.66,baja,4,2,bajo
4256,Contabilidad,7,15.62,54.36,alta,3,0,bajo
4257,Administración,6,16.09,83.46,baja,2,1,bajo
4258,Administración,3,12.82,91.11,media,0,0,medio
4259,Educación,1,11.42,83.18,alta,2,3,alto
4260,Educación,4,11.56,71.06,alta,4,6,bajo
4261,Educación,9,14.08,64.45,media,0,1,medio
4262,Contabilidad,2,14.58,70.47,alta,4,6,medio
4263,Educación,3,10.65,71.19,alta,0,1,alto
4264,Ingeniería,2,14.69,83.3,baja,3,4,alto
4265,Ingeniería,2,13.54,96.4,alta,1,7,alto
4266,Educación,10,14.64,53.53,alta,5,4,alto
4267,Ingeniería,8,8.0,97.67,baja,1,7,alto
4268,Contabilidad,3,10.95,95.51,media,0,6,medio
4269,Ingeniería,7,11.57,55.89,baja,2,0,alto
4270,Contabilidad,8,10.83,59.18,media,0,0,medio
4271,Administración,3,16.79,65.58,media,3,2,bajo
4272,Administración,2,10.98,77.98,media,5,6,bajo
4273,Administración,8,13.17,56.72,baja,2,2,alto
4274,Administración,3,12.38,60.02,media,0,5,bajo
4275,Ingeniería,7,11.27,95.13,baja,5,6,medio
4276,Educación,1,10.23,55.47,baja,5,5,bajo
4277,Ingeniería,6,17.14,69.94,media,0,6,bajo
4278,Contabilidad,9,11.45,88.15,media,4,5,bajo
4279,Ingeniería,3,14.19,94.43,baja,3,2,bajo
4280,Ingeniería,7,11.98,66.8,baja,3,1,medio
4281,Contabilidad,6,10.85,58.22,media,1,3,bajo
4282,Administración,8,12.27,86.85,media,4,7,alto
4283,Administración,3,12.77,88.63,media,2,0,medio
4284,Administración,3,10.83,99.0,baja,5,2,alto
4285,Educación,4,10.09,56.98,baja,1,6,medio
4286,Contabilidad,3,13.19,85.47,baja,3,1,bajo
4287,Contabilidad,9,12.29,70.86,media,0,4,medio
4288,Ingeniería,4,10.37,95.73,alta,4,3,alto
4289,Educación,6,9.65,70.39,alta,3,4,alto
4290,Administración,8,12.87,72.3,alta,3,5,medio
4291,Educación,8,7.2,56.34,alta,4,6,alto
4292,Contabilidad,5,11.35,66.05,alta,3,4,alto
4293,Contabilidad,5,12.34,70.04,baja,1,6,medio
4294,Ingeniería,6,16.34,50.88,media,4,3,bajo
4295,Ingeniería,10,12.03,71.88,media,3,1,bajo
4296,Contabilidad,7,11.25,66.82,media,3,6,bajo
4297,Administración,10,12.71,90.19,media,4,4,alto
4298,Administración,7,10.21,55.36,media,0,1,alto
4299,Educación,4,11.45,88.01,alta,2,7,bajo
4300,Contabilidad,6,12.07,85.7,media,4,4,medio
4301,Contabilidad,7,13.57,62.09,media,0,2,bajo
4302,Administración,5,10.32,54.16,alta,5,6,medio
4303,Administración,5,11.99,92.09,media,3,5,alto
4304,Contabilidad,2,7.52,62.47,alta,1,3,alto
4305,Ingeniería,7,13.29,57.28,alta,5,0,bajo
4306,Contabilidad,6,11.42,67.95,baja,3,3,medio
4307,Contabilidad,1,16.71,70.04,media,3,4,medio
4308,Administración,4,12.88,66.3,media,5,4,bajo
4309,Administración,3,9.83,98.82,media,0,5,medio
4310,Ingeniería,3,9.27,94.04,alta,4,6,alto
4311,Ingeniería,7,13.65,93.65,baja,2,2,medio
4312,Educación,10,16.49,69.94,media,2,2,alto
4313,Contabilidad,4,15.73,98.14,alta,4,3,bajo
4314,Administración,8,8.97,84.2,alta,4,0,medio
4315,Ingeniería,9,12.51,91.6,alta,1,5,bajo
4316,Educación,3,14.82,75.04,alta,4,3,bajo
4317,Educación,5,8.65,58.03,baja,1,0,medio
4318,Administración,4,14.59,94.34,baja,4,1,medio
4319,Administración,10,10.24,74.32,alta,1,4,medio
4320,Educación,6,11.46,98.43,media,4,1,alto
4321,Ingeniería,10,12.69,62.74,baja,4,3,bajo
4322,Educación,4,14.67,99.62,media,2,0,alto
4323,Contabilidad,8,15.83,61.12,media,3,0,bajo
4324,Contabilidad,3,11.19,68.41,baja,3,7,bajo
4325,Administración,5,10.8,79.7,media,1,1,alto
4326,Ingeniería,1,10.63,84.67,baja,0,2,bajo
4327,Ingeniería,6,13.95,86.01,baja,5,2,alto
4328,Contabilidad,5,14.49,73.81,media,2,5,medio
4329,Educación,8,14.24,53.84,media,4,1,bajo
4330,Administración,9,12.67,74.8,alta,2,2,alto
4331,Educación,8,12.92,66.73,baja,0,0,medio
4332,Educación,8,11.42,82.88,media,2,3,bajo
4333,Educación,3,11.66,59.11,baja,0,2,bajo
4334,Ingeniería,4,14.13,69.7,alta,5,5,bajo
4335,Contabilidad,4,12.66,98.31,alta,0,0,bajo
4336,Ingeniería,5,10.82,54.44,alta,0,5,medio
4337,Contabilidad,9,14.75,80.12,alta,0,6,bajo
4338,Administración,9,10.48,54.53,alta,0,3,bajo
4339,Administración,10,12.36,57.85,alta,4,7,medio
4340,Educación,1,8.9,80.25,alta,2,0,medio
4341,Contabilidad,8,9.64,72.2,alta,3,7,bajo
4342,Contabilidad,1,12.05,77.42,baja,3,6,medio
4343,Contabilidad,2,10.26,93.99,media,4,6,medio
4344,Educación,7,11.43,90.86,baja,1,6,alto
4345,Educación,8,15.03,94.4,baja,5,4,medio
4346,Administración,1,11.69,80.81,media,0,6,alto
4347,Ingeniería,3,14.25,74.48,media,2,3,alto
4348,Contabilidad,7,10.05,72.96,alta,0,4,alto
4349,Contabilidad,9,13.37,86.99,media,0,6,alto
4350,Ingeniería,8,9.5,76.06,baja,3,2,alto
4351,Contabilidad,8,11.38,55.29,alta,0,5,medio
4352,Educación,9,13.47,57.1,baja,2,2,medio
4353,Educación,10,12.03,67.85,media,2,0,medio
4354,Contabilidad,3,14.36,53.39,baja,3,1,bajo
4355,Educación,8,13.67,61.96,baja,4,0,medio
4356,Educación,1,11.23,82.82,alta,3,6,alto
4357,Contabilidad,8,15.24,50.62,alta,3,7,bajo
4358,Administración,7,13.09,80.2,baja,0,5,bajo
4359,Ingeniería,8,11.39,88.62,media,1,5,medio
4360,Educación,1,12.36,58.51,alta,5,5,bajo
4361,Administración,6,12.23,59.05,baja,4,4,medio
4362,Educación,7,12.5,51.44,alta,4,5,medio
4363,Educación,5,11.65,75.62,alta,4,3,alto
4364,Ingeniería,5,12.93,82.73,media,0,7,bajo
4365,Educación,7,13.97,72.85,baja,3,1,bajo
4366,Ingeniería,3,13.06,69.47,baja,5,0,bajo
4367,Ingeniería,6,12.98,72.72,baja,0,4,medio
4368,Ingeniería,7,11.75,89.08,baja,2,4,bajo
4369,Administración,1,9.78,51.68,baja,1,2,alto
4370,Contabilidad,2,9.18,89.19,alta,1,0,bajo
4371,Administración,4,10.23,83.32,alta,5,0,bajo
4372,Contabilidad,8,10.95,62.07,alta,0,5,alto
4373,Contabilidad,10,16.18,76.24,alta,3,6,medio
4374,Ingeniería,6,15.13,52.46,media,4,5,medio
4375,Educación,1,10.52,68.98,media,5,4,bajo
4376,Ingeniería,10,13.12,58.7,baja,5,0,alto
4377,Educación,5,11.83,51.12,media,2,5,alto
4378,Contabilidad,7,12.59,67.85,alta,2,6,alto
4379,Ingeniería,6,10.63,86.31,alta,5,2,medio
4380,Educación,9,17.6,96.05,alta,1,1,medio
4381,Administración,8,16.66,83.11,alta,5,4,medio
4382,Educación,4,11.27,70.1,alta,3,2,alto
4383,Ingeniería,5,10.51,99.97,baja,4,2,medio
4384,Administración,7,14.31,64.15,baja,1,3,bajo
4385,Educación,8,8.98,59.36,alta,3,1,medio
4386,Educación,5,14.11,73.18,baja,4,2,bajo
4387,Educación,9,12.31,75.25,media,0,3,medio
4388,Educación,10,8.41,67.74,media,3,7,bajo
4389,Educación,4,11.62,84.77,alta,5,3,alto
4390,Administración,4,10.36,59.19,baja,5,0,medio
4391,Contabilidad,8,12.4,75.52,alta,2,5,bajo
4392,Administración,1,12.14,75.01,baja,3,2,alto
4393,Administración,8,8.63,91.19,alta,3,7,bajo
4394,Administración,5,11.16,96.35,alta,5,4,medio
4395,Contabilidad,1,13.44,83.16,alta,5,0,medio
4396,Ingeniería,4,13.87,65.27,media,3,1,medio
4397,Contabilidad,2,11.09,84.48,baja,4,5,alto
4398,Administración,4,13.14,62.57,baja,4,4,medio
4399,Educación,8,12.67,98.33,media,0,4,alto
4400,Educación,5,11.87,91.12,media,0,3,alto
4401,Administración,1,13.16,71.56,baja,4,7,medio
4402,Educación,7,9.69,89.22,baja,4,2,medio
4403,Administración,1,12.0,70.43,alta,1,3,medio
4404,Educación,9,7.99,53.73,alta,3,3,medio
4405,Contabilidad,3,11.86,85.34,baja,3,7,bajo
4406,Ingeniería,3,15.56,70.23,baja,2,2,bajo
4407,Ingeniería,6,11.2,96.52,alta,4,2,bajo
4408,Contabilidad,10,15.31,65.33,media,4,6,alto
4409,Contabilidad,6,11.24,92.17,baja,0,2,alto
4410,Administración,6,9.29,84.02,baja,5,3,bajo
4411,Administración,1,13.66,92.67,media,0,5,medio
4412,Administración,5,13.16,64.59,media,5,6,alto
4413,Educación,6,17.8,73.07,media,3,2,alto
4414,Administración,8,9.55,91.16,baja,3,2,alto
4415,Contabilidad,1,12.89,82.19,baja,5,7,alto
4416,Ingeniería,5,12.98,68.0,baja,4,4,bajo
4417,Educación,3,14.65,75.6,alta,3,3,bajo
4418,Administración,2,13.32,99.8,media,4,2,alto
4419,Educación,8,11.28,87.09,media,2,3,medio
4420,Educación,7,9.32,80.73,alta,2,1,bajo
4421,Administración,10,12.87,91.4,alta,1,7,alto
4422,Educación,7,12.94,72.1,alta,0,0,bajo
4423,Ingeniería,5,13.58,97.5,alta,1,4,alto
4424,Contabilidad,9,11.28,77.6,media,2,6,medio
4425,Contabilidad,5,12.7,66.34,alta,3,4,alto
4426,Ingeniería,2,8.14,54.3,alta,0,6,alto
4427,Educación,3,9.43,68.78,media,0,3,alto
4428,Administración,4,14.34,78.43,media,1,7,medio
4429,Educación,5,12.45,85.16,media,0,2,alto
4430,Ingeniería,3,13.19,93.76,media,2,6,alto
4431,Educación,7,10.5,97.2,baja,3,3,bajo
4432,Contabilidad,5,10.19,55.12,baja,1,5,alto
4433,Educación,5,10.94,80.05,baja,3,0,bajo
4434,Ingeniería,6,12.59,83.33,baja,5,4,alto
4435,Contabilidad,7,13.71,58.6,media,1,4,medio
4436,Educación,10,11.38,77.28,baja,5,0,medio
4437,Educación,10,7.85,66.74,alta,4,3,medio
4438,Contabilidad,8,13.0,53.87,alta,0,4,alto
4439,Administración,9,12.67,53.29,alta,4,7,medio
4440,Contabilidad,4,13.2,87.96,baja,5,2,medio
4441,Administración,5,14.14,80.77,baja,0,3,alto
4442,Ingeniería,5,13.94,85.76,alta,4,2,bajo
4443,Ingeniería,8,15.4,84.26,baja,3,6,alto
4444,Contabilidad,9,12.07,56.72,media,2,5,alto
4445,Contabilidad,7,10.92,57.58,baja,1,5,bajo
4446,Ingeniería,5,14.6,62.62,alta,0,5,medio
4447,Administración,3,14.27,69.96,alta,1,1,alto
4448,Ingeniería,1,11.42,96.96,baja,2,0,bajo
4449,Contabilidad,9,14.76,83.69,baja,4,5,bajo
4450,Ingeniería,5,12.19,62.76,alta,3,4,medio
4451,Contabilidad,9,15.19,52.8,alta,5,0,alto
4452,Contabilidad,10,16.32,84.21,baja,1,0,bajo
4453,Ingeniería,4,18.6,81.27,baja,5,2,alto
4454,Administración,5,12.16,83.79,alta,4,6,alto
4455,Educación,4,15.54,63.06,alta,5,4,medio
4456,Ingeniería,2,14.13,75.85,alta,0,1,alto
4457,Educación,1,14.37,68.09,alta,1,0,medio
4458,Ingeniería,8,13.06,90.88,alta,1,2,bajo
4459,Educación,4,14.38,53.47,alta,0,5,medio
4460,Administración,5,8.56,63.77,alta,2,2,medio
4461,Administración,6,11.93,80.15,baja,4,5,bajo
4462,Ingeniería,8,10.37,60.26,media,5,6,medio
4463,Contabilidad,8,10.16,83.64,media,5,4,medio
4464,Educación,7,8.41,56.84,baja,1,3,bajo
4465,Contabilidad,4,10.68,51.14,media,4,3,medio
4466,Contabilidad,6,11.56,93.17,baja,5,6,alto
4467,Contabilidad,4,12.46,66.67,baja,3,1,medio
4468,Administración,7,11.97,57.84,baja,4,6,medio
4469,Ingeniería,1,14.63,58.64,baja,4,7,alto
4470,Ingeniería,5,9.76,94.29,media,5,5,medio
4471,Administración,10,7.14,82.72,baja,0,2,bajo
4472,Administración,10,13.33,97.82,alta,5,3,bajo
4473,Ingeniería,4,11.88,90.0,baja,4,6,alto
4474,Contabilidad,7,11.83,88.38,media,5,0,bajo
4475,Educación,9,10.22,74.99,media,5,1,medio
4476,Educación,5,14.27,91.04,media,2,5,bajo
4477,Educación,4,10.95,70.63,media,4,0,medio
4478,Contabilidad,9,9.79,91.35,alta,3,3,medio
4479,Ingeniería,5,16.19,87.89,baja,5,2,medio
4480,Administración,9,13.73,83.92,alta,4,3,medio
4481,Ingeniería,8,11.9,66.49,baja,5,1,medio
4482,Contabilidad,4,5.9,81.54,baja,0,7,bajo
4483,Administración,7,11.41,75.34,alta,3,5,medio
4484,Contabilidad,5,11.95,73.08,alta,0,1,alto
4485,Educación,10,15.66,99.51,media,5,0,alto
4486,Educación,4,7.63,75.22,baja,2,0,alto
4487,Contabilidad,5,15.9,51.6,baja,2,1,bajo
4488,Administración,5,13.09,81.32,baja,0,6,alto
4489,Administración,9,8.98,86.4,baja,2,6,medio
4490,Ingeniería,9,14.3,94.26,baja,5,0,bajo
4491,Educación,6,11.39,81.63,baja,0,6,bajo
4492,Ingeniería,4,7.85,50.97,media,1,4,medio
4493,Ingeniería,2,10.89,55.99,baja,4,5,alto
4494,Contabilidad,3,12.64,58.06,media,1,1,medio
4495,Contabilidad,2,12.15,60.56,baja,2,5,alto
4496,Ingeniería,5,13.61,89.99,baja,0,0,alto
4497,Educación,6,14.74,65.49,alta,0,6,alto
4498,Contabilidad,5,9.25,65.62,baja,5,5,alto
4499,Ingeniería,2,11.95,87.78,alta,0,3,alto
4500,Ingeniería,5,10.48,70.62,alta,0,2,medio
4501,Ingeniería,9,8.88,53.23,alta,4,6,bajo
4502,Ingeniería,4,11.87,79.26,media,3,4,bajo
4503,Ingeniería,10,13.08,56.5,alta,1,4,bajo
4504,Ingeniería,2,13.23,78.58,alta,2,2,medio
4505,Contabilidad,3,11.01,88.98,alta,0,2,medio
4506,Educación,3,9.48,96.47,baja,1,5,bajo
4507,Ingeniería,9,10.39,53.35,media,3,5,alto
4508,Administración,4,7.31,65.2,media,1,3,bajo
4509,Contabilidad,1,9.03,82.62,media,2,5,bajo
4510,Contabilidad,1,9.24,65.77,media,0,2,alto
4511,Ingeniería,7,14.11,72.55,baja,2,4,alto
4512,Contabilidad,7,14.11,51.0,alta,0,3,alto
4513,Ingeniería,2,17.32,84.67,baja,3,2,medio
4514,Educación,9,12.6,94.16,media,5,7,alto
